# ts src_ip dst_ip proto flags src_port dst_port
1773426907.075623 10.0.0.77 192.168.1.20 TCP A 48972 80
1773426907.076734 10.0.0.77 192.168.1.20 TCP A 60017 80
1773426907.077845 10.0.0.77 192.168.1.20 TCP A 10161 80
1773426907.078956 10.0.0.77 192.168.1.20 TCP A 21214 80
1773426907.080067 10.0.0.77 192.168.1.20 TCP A 27345 80
1773426907.081178 10.0.0.77 192.168.1.20 TCP A 30251 80
1773426907.082289 10.0.0.77 192.168.1.20 TCP A 7084 80
1773426907.083400 10.0.0.77 192.168.1.20 TCP A 4630 80
1773426907.084511 10.0.0.77 192.168.1.20 TCP A 39259 80
1773426907.085622 10.0.0.77 192.168.1.20 TCP A 52226 80
1773426907.086733 10.0.0.77 192.168.1.20 TCP A 13850 80
1773426907.087844 10.0.0.77 192.168.1.20 TCP A 6502 80
1773426907.088955 10.0.0.77 192.168.1.20 TCP A 45396 80
1773426907.090066 10.0.0.77 192.168.1.20 TCP A 64976 80
1773426907.091177 10.0.0.77 192.168.1.20 TCP A 13767 80
1773426907.092288 10.0.0.77 192.168.1.20 TCP A 21848 80
1773426907.093400 10.0.0.77 192.168.1.20 TCP A 60559 80
1773426907.094511 10.0.0.77 192.168.1.20 TCP A 27078 80
1773426907.095622 10.0.0.77 192.168.1.20 TCP A 47945 80
1773426907.096733 10.0.0.77 192.168.1.20 TCP A 25248 80
1773426907.097844 10.0.0.77 192.168.1.20 TCP A 25457 80
1773426907.098955 10.0.0.77 192.168.1.20 TCP A 19678 80
1773426907.100066 10.0.0.77 192.168.1.20 TCP A 24050 80
1773426907.101177 10.0.0.77 192.168.1.20 TCP A 65086 80
1773426907.102288 10.0.0.77 192.168.1.20 TCP A 58322 80
1773426907.103399 10.0.0.77 192.168.1.20 TCP A 15159 80
1773426907.104510 10.0.0.77 192.168.1.20 TCP A 49620 80
1773426907.105621 10.0.0.77 192.168.1.20 TCP A 53694 80
1773426907.106732 10.0.0.77 192.168.1.20 TCP A 19939 80
1773426907.107843 10.0.0.77 192.168.1.20 TCP A 53824 80
1773426907.108954 10.0.0.77 192.168.1.20 TCP A 48773 80
1773426907.110065 10.0.0.77 192.168.1.20 TCP A 10170 80
1773426907.111176 10.0.0.77 192.168.1.20 TCP A 10437 80
1773426907.112287 10.0.0.77 192.168.1.20 TCP A 20896 80
1773426907.113398 10.0.0.77 192.168.1.20 TCP A 57878 80
1773426907.114509 10.0.0.77 192.168.1.20 TCP A 5356 80
1773426907.115620 10.0.0.77 192.168.1.20 TCP A 6820 80
1773426907.116731 10.0.0.77 192.168.1.20 TCP A 27858 80
1773426907.117842 10.0.0.77 192.168.1.20 TCP A 28189 80
1773426907.118953 10.0.0.77 192.168.1.20 TCP A 37449 80
1773426907.120064 10.0.0.77 192.168.1.20 TCP A 47570 80
1773426907.121175 10.0.0.77 192.168.1.20 TCP A 14082 80
1773426907.122286 10.0.0.77 192.168.1.20 TCP A 55568 80
1773426907.123397 10.0.0.77 192.168.1.20 TCP A 19994 80
1773426907.124508 10.0.0.77 192.168.1.20 TCP A 3791 80
1773426907.125619 10.0.0.77 192.168.1.20 TCP A 55719 80
1773426907.126730 10.0.0.77 192.168.1.20 TCP A 33405 80
1773426907.127841 10.0.0.77 192.168.1.20 TCP A 15738 80
1773426907.128953 10.0.0.77 192.168.1.20 TCP A 52877 80
1773426907.130064 10.0.0.77 192.168.1.20 TCP A 11118 80
1773426907.131175 10.0.0.77 192.168.1.20 TCP A 20695 80
1773426907.132286 10.0.0.77 192.168.1.20 TCP A 9162 80
1773426907.133397 10.0.0.77 192.168.1.20 TCP A 28362 80
1773426907.134508 10.0.0.77 192.168.1.20 TCP A 33260 80
1773426907.135619 10.0.0.77 192.168.1.20 TCP A 2888 80
1773426907.136730 10.0.0.77 192.168.1.20 TCP A 51140 80
1773426907.137841 10.0.0.77 192.168.1.20 TCP A 33336 80
1773426907.138952 10.0.0.77 192.168.1.20 TCP A 40272 80
1773426907.140063 10.0.0.77 192.168.1.20 TCP A 39104 80
1773426907.141174 10.0.0.77 192.168.1.20 TCP A 38089 80
1773426907.142285 10.0.0.77 192.168.1.20 TCP A 57931 80
1773426907.143396 10.0.0.77 192.168.1.20 TCP A 42180 80
1773426907.144507 10.0.0.77 192.168.1.20 TCP A 64873 80
1773426907.145618 10.0.0.77 192.168.1.20 TCP A 25482 80
1773426907.146729 10.0.0.77 192.168.1.20 TCP A 56420 80
1773426907.147840 10.0.0.77 192.168.1.20 TCP A 11696 80
1773426907.148951 10.0.0.77 192.168.1.20 TCP A 10601 80
1773426907.150062 10.0.0.77 192.168.1.20 TCP A 31238 80
1773426907.151173 10.0.0.77 192.168.1.20 TCP A 24445 80
1773426907.152284 10.0.0.77 192.168.1.20 TCP A 4490 80
1773426907.153395 10.0.0.77 192.168.1.20 TCP A 24693 80
1773426907.154506 10.0.0.77 192.168.1.20 TCP A 42721 80
1773426907.155617 10.0.0.77 192.168.1.20 TCP A 4216 80
1773426907.156728 10.0.0.77 192.168.1.20 TCP A 20138 80
1773426907.157839 10.0.0.77 192.168.1.20 TCP A 34700 80
1773426907.158950 10.0.0.77 192.168.1.20 TCP A 51253 80
1773426907.160061 10.0.0.77 192.168.1.20 TCP A 51138 80
1773426907.161172 10.0.0.77 192.168.1.20 TCP A 40264 80
1773426907.162283 10.0.0.77 192.168.1.20 TCP A 36656 80
1773426907.163394 10.0.0.77 192.168.1.20 TCP A 58200 80
1773426907.164505 10.0.0.77 192.168.1.20 TCP A 55210 80
1773426907.165617 10.0.0.77 192.168.1.20 TCP A 18814 80
1773426907.166728 10.0.0.77 192.168.1.20 TCP A 7304 80
1773426907.167839 10.0.0.77 192.168.1.20 TCP A 54980 80
1773426907.168950 10.0.0.77 192.168.1.20 TCP A 1869 80
1773426907.170061 10.0.0.77 192.168.1.20 TCP A 34982 80
1773426907.171172 10.0.0.77 192.168.1.20 TCP A 25469 80
1773426907.172283 10.0.0.77 192.168.1.20 TCP A 28024 80
1773426907.173394 10.0.0.77 192.168.1.20 TCP A 61376 80
1773426907.174505 10.0.0.77 192.168.1.20 TCP A 7736 80
1773426907.175616 10.0.0.77 192.168.1.20 TCP A 11152 80
1773426907.176727 10.0.0.77 192.168.1.20 TCP A 55522 80
1773426907.177838 10.0.0.77 192.168.1.20 TCP A 53132 80
1773426907.178949 10.0.0.77 192.168.1.20 TCP A 28375 80
1773426907.180060 10.0.0.77 192.168.1.20 TCP A 61057 80
1773426907.181171 10.0.0.77 192.168.1.20 TCP A 8663 80
1773426907.182282 10.0.0.77 192.168.1.20 TCP A 61540 80
1773426907.183393 10.0.0.77 192.168.1.20 TCP A 32449 80
1773426907.184504 10.0.0.77 192.168.1.20 TCP A 21443 80
1773426907.185615 10.0.0.77 192.168.1.20 TCP A 10134 80
1773426907.186726 10.0.0.77 192.168.1.20 TCP A 59333 80
1773426907.187837 10.0.0.77 192.168.1.20 TCP A 12309 80
1773426907.188948 10.0.0.77 192.168.1.20 TCP A 2908 80
1773426907.190059 10.0.0.77 192.168.1.20 TCP A 15596 80
1773426907.191170 10.0.0.77 192.168.1.20 TCP A 57176 80
1773426907.192281 10.0.0.77 192.168.1.20 TCP A 46115 80
1773426907.193392 10.0.0.77 192.168.1.20 TCP A 21171 80
1773426907.194503 10.0.0.77 192.168.1.20 TCP A 14776 80
1773426907.195614 10.0.0.77 192.168.1.20 TCP A 65321 80
1773426907.196725 10.0.0.77 192.168.1.20 TCP A 28864 80
1773426907.197836 10.0.0.77 192.168.1.20 TCP A 6118 80
1773426907.198947 10.0.0.77 192.168.1.20 TCP A 51794 80
1773426907.200058 10.0.0.77 192.168.1.20 TCP A 50656 80
1773426907.201169 10.0.0.77 192.168.1.20 TCP A 3810 80
1773426907.202281 10.0.0.77 192.168.1.20 TCP A 8089 80
1773426907.203392 10.0.0.77 192.168.1.20 TCP A 52997 80
1773426907.204503 10.0.0.77 192.168.1.20 TCP A 31765 80
1773426907.205614 10.0.0.77 192.168.1.20 TCP A 60565 80
1773426907.206725 10.0.0.77 192.168.1.20 TCP A 3860 80
1773426907.207836 10.0.0.77 192.168.1.20 TCP A 20792 80
1773426907.208947 10.0.0.77 192.168.1.20 TCP A 50474 80
1773426907.210058 10.0.0.77 192.168.1.20 TCP A 52297 80
1773426907.211169 10.0.0.77 192.168.1.20 TCP A 61323 80
1773426907.212280 10.0.0.77 192.168.1.20 TCP A 39533 80
1773426907.213391 10.0.0.77 192.168.1.20 TCP A 13133 80
1773426907.214502 10.0.0.77 192.168.1.20 TCP A 2941 80
1773426907.215613 10.0.0.77 192.168.1.20 TCP A 10563 80
1773426907.216724 10.0.0.77 192.168.1.20 TCP A 63204 80
1773426907.217835 10.0.0.77 192.168.1.20 TCP A 24105 80
1773426907.218946 10.0.0.77 192.168.1.20 TCP A 57066 80
1773426907.220057 10.0.0.77 192.168.1.20 TCP A 34113 80
1773426907.221168 10.0.0.77 192.168.1.20 TCP A 7518 80
1773426907.222279 10.0.0.77 192.168.1.20 TCP A 35681 80
1773426907.223390 10.0.0.77 192.168.1.20 TCP A 47935 80
1773426907.224501 10.0.0.77 192.168.1.20 TCP A 64217 80
1773426907.225612 10.0.0.77 192.168.1.20 TCP A 12281 80
1773426907.226723 10.0.0.77 192.168.1.20 TCP A 64828 80
1773426907.227834 10.0.0.77 192.168.1.20 TCP A 61594 80
1773426907.228945 10.0.0.77 192.168.1.20 TCP A 61348 80
1773426907.230056 10.0.0.77 192.168.1.20 TCP A 25040 80
1773426907.231167 10.0.0.77 192.168.1.20 TCP A 29837 80
1773426907.232278 10.0.0.77 192.168.1.20 TCP A 12876 80
1773426907.233389 10.0.0.77 192.168.1.20 TCP A 65334 80
1773426907.234500 10.0.0.77 192.168.1.20 TCP A 28817 80
1773426907.235611 10.0.0.77 192.168.1.20 TCP A 34725 80
1773426907.236722 10.0.0.77 192.168.1.20 TCP A 27735 80
1773426907.237833 10.0.0.77 192.168.1.20 TCP A 50923 80
1773426907.238945 10.0.0.77 192.168.1.20 TCP A 9125 80
1773426907.240056 10.0.0.77 192.168.1.20 TCP A 8253 80
1773426907.241167 10.0.0.77 192.168.1.20 TCP A 33517 80
1773426907.242278 10.0.0.77 192.168.1.20 TCP A 47209 80
1773426907.243389 10.0.0.77 192.168.1.20 TCP A 37536 80
1773426907.244500 10.0.0.77 192.168.1.20 TCP A 6414 80
1773426907.245611 10.0.0.77 192.168.1.20 TCP A 33379 80
1773426907.246722 10.0.0.77 192.168.1.20 TCP A 26241 80
1773426907.247833 10.0.0.77 192.168.1.20 TCP A 30970 80
1773426907.248944 10.0.0.77 192.168.1.20 TCP A 46050 80
1773426907.250055 10.0.0.77 192.168.1.20 TCP A 15826 80
1773426907.251166 10.0.0.77 192.168.1.20 TCP A 20068 80
1773426907.252277 10.0.0.77 192.168.1.20 TCP A 13396 80
1773426907.253388 10.0.0.77 192.168.1.20 TCP A 59662 80
1773426907.254499 10.0.0.77 192.168.1.20 TCP A 62567 80
1773426907.255610 10.0.0.77 192.168.1.20 TCP A 12774 80
1773426907.256721 10.0.0.77 192.168.1.20 TCP A 45205 80
1773426907.257832 10.0.0.77 192.168.1.20 TCP A 45070 80
1773426907.258943 10.0.0.77 192.168.1.20 TCP A 27000 80
1773426907.260054 10.0.0.77 192.168.1.20 TCP A 35277 80
1773426907.261165 10.0.0.77 192.168.1.20 TCP A 8837 80
1773426907.262276 10.0.0.77 192.168.1.20 TCP A 26898 80
1773426907.263387 10.0.0.77 192.168.1.20 TCP A 46573 80
1773426907.264498 10.0.0.77 192.168.1.20 TCP A 49614 80
1773426907.265609 10.0.0.77 192.168.1.20 TCP A 5264 80
1773426907.266720 10.0.0.77 192.168.1.20 TCP A 64935 80
1773426907.267831 10.0.0.77 192.168.1.20 TCP A 23216 80
1773426907.268942 10.0.0.77 192.168.1.20 TCP A 40015 80
1773426907.270053 10.0.0.77 192.168.1.20 TCP A 9069 80
1773426907.271164 10.0.0.77 192.168.1.20 TCP A 55950 80
1773426907.272275 10.0.0.77 192.168.1.20 TCP A 48550 80
1773426907.273386 10.0.0.77 192.168.1.20 TCP A 19276 80
1773426907.274498 10.0.0.77 192.168.1.20 TCP A 50589 80
1773426907.275609 10.0.0.77 192.168.1.20 TCP A 24361 80
1773426907.276720 10.0.0.77 192.168.1.20 TCP A 44715 80
1773426907.277831 10.0.0.77 192.168.1.20 TCP A 32778 80
1773426907.278942 10.0.0.77 192.168.1.20 TCP A 10682 80
1773426907.280053 10.0.0.77 192.168.1.20 TCP A 8104 80
1773426907.281164 10.0.0.77 192.168.1.20 TCP A 17453 80
1773426907.282275 10.0.0.77 192.168.1.20 TCP A 33613 80
1773426907.283386 10.0.0.77 192.168.1.20 TCP A 42204 80
1773426907.284497 10.0.0.77 192.168.1.20 TCP A 2971 80
1773426907.285608 10.0.0.77 192.168.1.20 TCP A 49376 80
1773426907.286719 10.0.0.77 192.168.1.20 TCP A 55439 80
1773426907.287830 10.0.0.77 192.168.1.20 TCP A 33669 80
1773426907.288941 10.0.0.77 192.168.1.20 TCP A 64729 80
1773426907.290052 10.0.0.77 192.168.1.20 TCP A 26100 80
1773426907.291163 10.0.0.77 192.168.1.20 TCP A 11033 80
1773426907.292274 10.0.0.77 192.168.1.20 TCP A 41785 80
1773426907.293385 10.0.0.77 192.168.1.20 TCP A 50842 80
1773426907.294496 10.0.0.77 192.168.1.20 TCP A 44348 80
1773426907.295607 10.0.0.77 192.168.1.20 TCP A 52976 80
1773426907.296718 10.0.0.77 192.168.1.20 TCP A 14257 80
1773426907.297829 10.0.0.77 192.168.1.20 TCP A 44414 80
1773426907.298940 10.0.0.77 192.168.1.20 TCP A 33153 80
1773426907.300051 10.0.0.77 192.168.1.20 TCP A 36573 80
1773426907.301162 10.0.0.77 192.168.1.20 TCP A 54074 80
1773426907.302273 10.0.0.77 192.168.1.20 TCP A 63452 80
1773426907.303384 10.0.0.77 192.168.1.20 TCP A 29231 80
1773426907.304495 10.0.0.77 192.168.1.20 TCP A 26165 80
1773426907.305606 10.0.0.77 192.168.1.20 TCP A 21638 80
1773426907.306717 10.0.0.77 192.168.1.20 TCP A 30027 80
1773426907.307828 10.0.0.77 192.168.1.20 TCP A 3382 80
1773426907.308939 10.0.0.77 192.168.1.20 TCP A 12615 80
1773426907.310050 10.0.0.77 192.168.1.20 TCP A 59003 80
1773426907.311162 10.0.0.77 192.168.1.20 TCP A 33233 80
1773426907.312273 10.0.0.77 192.168.1.20 TCP A 9837 80
1773426907.313384 10.0.0.77 192.168.1.20 TCP A 47929 80
1773426907.314495 10.0.0.77 192.168.1.20 TCP A 32969 80
1773426907.315606 10.0.0.77 192.168.1.20 TCP A 38304 80
1773426907.316717 10.0.0.77 192.168.1.20 TCP A 44282 80
1773426907.317828 10.0.0.77 192.168.1.20 TCP A 32213 80
1773426907.318939 10.0.0.77 192.168.1.20 TCP A 34230 80
1773426907.320050 10.0.0.77 192.168.1.20 TCP A 26673 80
1773426907.321161 10.0.0.77 192.168.1.20 TCP A 33444 80
1773426907.322272 10.0.0.77 192.168.1.20 TCP A 41455 80
1773426907.323383 10.0.0.77 192.168.1.20 TCP A 51255 80
1773426907.324494 10.0.0.77 192.168.1.20 TCP A 22027 80
1773426907.325605 10.0.0.77 192.168.1.20 TCP A 2868 80
1773426907.326716 10.0.0.77 192.168.1.20 TCP A 9425 80
1773426907.327827 10.0.0.77 192.168.1.20 TCP A 23887 80
1773426907.328938 10.0.0.77 192.168.1.20 TCP A 51171 80
1773426907.330049 10.0.0.77 192.168.1.20 TCP A 25965 80
1773426907.331160 10.0.0.77 192.168.1.20 TCP A 29083 80
1773426907.332271 10.0.0.77 192.168.1.20 TCP A 24444 80
1773426907.333382 10.0.0.77 192.168.1.20 TCP A 24044 80
1773426907.334493 10.0.0.77 192.168.1.20 TCP A 44359 80
1773426907.335604 10.0.0.77 192.168.1.20 TCP A 17251 80
1773426907.336715 10.0.0.77 192.168.1.20 TCP A 43496 80
1773426907.337826 10.0.0.77 192.168.1.20 TCP A 39856 80
1773426907.338937 10.0.0.77 192.168.1.20 TCP A 60687 80
1773426907.340048 10.0.0.77 192.168.1.20 TCP A 57970 80
1773426907.341159 10.0.0.77 192.168.1.20 TCP A 8525 80
1773426907.342270 10.0.0.77 192.168.1.20 TCP A 12150 80
1773426907.343381 10.0.0.77 192.168.1.20 TCP A 36309 80
1773426907.344492 10.0.0.77 192.168.1.20 TCP A 3473 80
1773426907.345603 10.0.0.77 192.168.1.20 TCP A 44131 80
1773426907.346714 10.0.0.77 192.168.1.20 TCP A 38251 80
1773426907.347826 10.0.0.77 192.168.1.20 TCP A 18497 80
1773426907.348937 10.0.0.77 192.168.1.20 TCP A 46634 80
1773426907.350048 10.0.0.77 192.168.1.20 TCP A 39558 80
1773426907.351159 10.0.0.77 192.168.1.20 TCP A 21767 80
1773426907.352270 10.0.0.77 192.168.1.20 TCP A 38402 80
1773426907.353381 10.0.0.77 192.168.1.20 TCP A 22154 80
1773426907.354492 10.0.0.77 192.168.1.20 TCP A 53998 80
1773426907.355603 10.0.0.77 192.168.1.20 TCP A 7581 80
1773426907.356714 10.0.0.77 192.168.1.20 TCP A 23041 80
1773426907.357825 10.0.0.77 192.168.1.20 TCP A 33973 80
1773426907.358936 10.0.0.77 192.168.1.20 TCP A 11944 80
1773426907.360047 10.0.0.77 192.168.1.20 TCP A 24835 80
1773426907.361158 10.0.0.77 192.168.1.20 TCP A 14246 80
1773426907.362269 10.0.0.77 192.168.1.20 TCP A 42668 80
1773426907.363380 10.0.0.77 192.168.1.20 TCP A 56099 80
1773426907.364491 10.0.0.77 192.168.1.20 TCP A 19856 80
1773426907.365602 10.0.0.77 192.168.1.20 TCP A 4139 80
1773426907.366713 10.0.0.77 192.168.1.20 TCP A 38610 80
1773426907.367824 10.0.0.77 192.168.1.20 TCP A 53754 80
1773426907.368935 10.0.0.77 192.168.1.20 TCP A 41955 80
1773426907.370046 10.0.0.77 192.168.1.20 TCP A 48059 80
1773426907.371157 10.0.0.77 192.168.1.20 TCP A 39812 80
1773426907.372268 10.0.0.77 192.168.1.20 TCP A 18939 80
1773426907.373379 10.0.0.77 192.168.1.20 TCP A 38145 80
1773426907.374490 10.0.0.77 192.168.1.20 TCP A 29014 80
1773426907.375601 10.0.0.77 192.168.1.20 TCP A 23785 80
1773426907.376712 10.0.0.77 192.168.1.20 TCP A 43723 80
1773426907.377823 10.0.0.77 192.168.1.20 TCP A 34096 80
1773426907.378934 10.0.0.77 192.168.1.20 TCP A 29395 80
1773426907.380045 10.0.0.77 192.168.1.20 TCP A 14136 80
1773426907.381156 10.0.0.77 192.168.1.20 TCP A 27389 80
1773426907.382267 10.0.0.77 192.168.1.20 TCP A 41981 80
1773426907.383379 10.0.0.77 192.168.1.20 TCP A 45035 80
1773426907.384490 10.0.0.77 192.168.1.20 TCP A 58754 80
1773426907.385601 10.0.0.77 192.168.1.20 TCP A 42170 80
1773426907.386712 10.0.0.77 192.168.1.20 TCP A 38828 80
1773426907.387823 10.0.0.77 192.168.1.20 TCP A 14980 80
1773426907.388934 10.0.0.77 192.168.1.20 TCP A 18583 80
1773426907.390045 10.0.0.77 192.168.1.20 TCP A 62276 80
1773426907.391156 10.0.0.77 192.168.1.20 TCP A 35251 80
1773426907.392267 10.0.0.77 192.168.1.20 TCP A 24897 80
1773426907.393378 10.0.0.77 192.168.1.20 TCP A 10706 80
1773426907.394489 10.0.0.77 192.168.1.20 TCP A 10885 80
1773426907.395600 10.0.0.77 192.168.1.20 TCP A 56344 80
1773426907.396711 10.0.0.77 192.168.1.20 TCP A 27910 80
1773426907.397822 10.0.0.77 192.168.1.20 TCP A 57397 80
1773426907.398933 10.0.0.77 192.168.1.20 TCP A 42569 80
1773426907.400044 10.0.0.77 192.168.1.20 TCP A 56465 80
1773426907.401155 10.0.0.77 192.168.1.20 TCP A 18517 80
1773426907.402266 10.0.0.77 192.168.1.20 TCP A 43363 80
1773426907.403377 10.0.0.77 192.168.1.20 TCP A 17830 80
1773426907.404488 10.0.0.77 192.168.1.20 TCP A 27622 80
1773426907.405599 10.0.0.77 192.168.1.20 TCP A 8466 80
1773426907.406710 10.0.0.77 192.168.1.20 TCP A 13601 80
1773426907.407821 10.0.0.77 192.168.1.20 TCP A 17118 80
1773426907.408932 10.0.0.77 192.168.1.20 TCP A 31443 80
1773426907.410043 10.0.0.77 192.168.1.20 TCP A 37712 80
1773426907.411154 10.0.0.77 192.168.1.20 TCP A 28681 80
1773426907.412265 10.0.0.77 192.168.1.20 TCP A 14261 80
1773426907.413376 10.0.0.77 192.168.1.20 TCP A 18896 80
1773426907.414487 10.0.0.77 192.168.1.20 TCP A 2933 80
1773426907.415598 10.0.0.77 192.168.1.20 TCP A 52775 80
1773426907.416709 10.0.0.77 192.168.1.20 TCP A 44190 80
1773426907.417820 10.0.0.77 192.168.1.20 TCP A 43248 80
1773426907.418931 10.0.0.77 192.168.1.20 TCP A 64186 80
1773426907.420043 10.0.0.77 192.168.1.20 TCP A 52288 80
1773426907.421154 10.0.0.77 192.168.1.20 TCP A 4649 80
1773426907.422265 10.0.0.77 192.168.1.20 TCP A 21596 80
1773426907.423376 10.0.0.77 192.168.1.20 TCP A 57854 80
1773426907.424487 10.0.0.77 192.168.1.20 TCP A 60044 80
1773426907.425598 10.0.0.77 192.168.1.20 TCP A 59794 80
1773426907.426709 10.0.0.77 192.168.1.20 TCP A 45042 80
1773426907.427820 10.0.0.77 192.168.1.20 TCP A 27034 80
1773426907.428931 10.0.0.77 192.168.1.20 TCP A 16493 80
1773426907.430042 10.0.0.77 192.168.1.20 TCP A 38443 80
1773426907.431153 10.0.0.77 192.168.1.20 TCP A 35231 80
1773426907.432264 10.0.0.77 192.168.1.20 TCP A 33559 80
1773426907.433375 10.0.0.77 192.168.1.20 TCP A 16626 80
1773426907.434486 10.0.0.77 192.168.1.20 TCP A 51695 80
1773426907.435597 10.0.0.77 192.168.1.20 TCP A 22604 80
1773426907.436708 10.0.0.77 192.168.1.20 TCP A 53835 80
1773426907.437819 10.0.0.77 192.168.1.20 TCP A 62332 80
1773426907.438930 10.0.0.77 192.168.1.20 TCP A 15311 80
1773426907.440041 10.0.0.77 192.168.1.20 TCP A 8024 80
1773426907.441152 10.0.0.77 192.168.1.20 TCP A 15055 80
1773426907.442263 10.0.0.77 192.168.1.20 TCP A 29825 80
1773426907.443374 10.0.0.77 192.168.1.20 TCP A 17690 80
1773426907.444485 10.0.0.77 192.168.1.20 TCP A 33160 80
1773426907.445596 10.0.0.77 192.168.1.20 TCP A 46874 80
1773426907.446707 10.0.0.77 192.168.1.20 TCP A 21765 80
1773426907.447818 10.0.0.77 192.168.1.20 TCP A 32144 80
1773426907.448929 10.0.0.77 192.168.1.20 TCP A 64155 80
1773426907.450040 10.0.0.77 192.168.1.20 TCP A 58658 80
1773426907.451151 10.0.0.77 192.168.1.20 TCP A 24813 80
1773426907.452262 10.0.0.77 192.168.1.20 TCP A 47926 80
1773426907.453373 10.0.0.77 192.168.1.20 TCP A 54853 80
1773426907.454484 10.0.0.77 192.168.1.20 TCP A 2405 80
1773426907.455595 10.0.0.77 192.168.1.20 TCP A 56170 80
1773426907.456707 10.0.0.77 192.168.1.20 TCP A 46288 80
1773426907.457818 10.0.0.77 192.168.1.20 TCP A 17603 80
1773426907.458929 10.0.0.77 192.168.1.20 TCP A 21292 80
1773426907.460040 10.0.0.77 192.168.1.20 TCP A 60213 80
1773426907.461151 10.0.0.77 192.168.1.20 TCP A 36079 80
1773426907.462262 10.0.0.77 192.168.1.20 TCP A 57230 80
1773426907.463373 10.0.0.77 192.168.1.20 TCP A 26482 80
1773426907.464484 10.0.0.77 192.168.1.20 TCP A 60647 80
1773426907.465595 10.0.0.77 192.168.1.20 TCP A 61809 80
1773426907.466706 10.0.0.77 192.168.1.20 TCP A 20743 80
1773426907.467817 10.0.0.77 192.168.1.20 TCP A 62386 80
1773426907.468928 10.0.0.77 192.168.1.20 TCP A 20515 80
1773426907.470039 10.0.0.77 192.168.1.20 TCP A 57346 80
1773426907.471150 10.0.0.77 192.168.1.20 TCP A 61047 80
1773426907.472261 10.0.0.77 192.168.1.20 TCP A 42400 80
1773426907.473372 10.0.0.77 192.168.1.20 TCP A 58660 80
1773426907.474483 10.0.0.77 192.168.1.20 TCP A 52752 80
1773426907.475594 10.0.0.77 192.168.1.20 TCP A 18983 80
1773426907.476705 10.0.0.77 192.168.1.20 TCP A 54973 80
1773426907.477816 10.0.0.77 192.168.1.20 TCP A 31897 80
1773426907.478927 10.0.0.77 192.168.1.20 TCP A 61742 80
1773426907.480038 10.0.0.77 192.168.1.20 TCP A 48038 80
1773426907.481149 10.0.0.77 192.168.1.20 TCP A 58483 80
1773426907.482260 10.0.0.77 192.168.1.20 TCP A 55051 80
1773426907.483371 10.0.0.77 192.168.1.20 TCP A 46799 80
1773426907.484482 10.0.0.77 192.168.1.20 TCP A 34207 80
1773426907.485593 10.0.0.77 192.168.1.20 TCP A 24083 80
1773426907.486704 10.0.0.77 192.168.1.20 TCP A 40484 80
1773426907.487815 10.0.0.77 192.168.1.20 TCP A 30728 80
1773426907.488926 10.0.0.77 192.168.1.20 TCP A 50960 80
1773426907.490037 10.0.0.77 192.168.1.20 TCP A 43057 80
1773426907.491148 10.0.0.77 192.168.1.20 TCP A 42321 80
1773426907.492260 10.0.0.77 192.168.1.20 TCP A 52864 80
1773426907.493371 10.0.0.77 192.168.1.20 TCP A 1225 80
1773426907.494482 10.0.0.77 192.168.1.20 TCP A 14136 80
1773426907.495593 10.0.0.77 192.168.1.20 TCP A 21584 80
1773426907.496704 10.0.0.77 192.168.1.20 TCP A 8287 80
1773426907.497815 10.0.0.77 192.168.1.20 TCP A 17382 80
1773426907.498926 10.0.0.77 192.168.1.20 TCP A 56530 80
1773426907.500037 10.0.0.77 192.168.1.20 TCP A 52970 80
1773426907.501148 10.0.0.77 192.168.1.20 TCP A 30612 80
1773426907.502259 10.0.0.77 192.168.1.20 TCP A 58270 80
1773426907.503370 10.0.0.77 192.168.1.20 TCP A 18107 80
1773426907.504481 10.0.0.77 192.168.1.20 TCP A 46077 80
1773426907.505592 10.0.0.77 192.168.1.20 TCP A 53421 80
1773426907.506703 10.0.0.77 192.168.1.20 TCP A 14043 80
1773426907.507814 10.0.0.77 192.168.1.20 TCP A 28188 80
1773426907.508925 10.0.0.77 192.168.1.20 TCP A 12944 80
1773426907.510036 10.0.0.77 192.168.1.20 TCP A 58459 80
1773426907.511147 10.0.0.77 192.168.1.20 TCP A 62939 80
1773426907.512258 10.0.0.77 192.168.1.20 TCP A 2382 80
1773426907.513369 10.0.0.77 192.168.1.20 TCP A 61521 80
1773426907.514480 10.0.0.77 192.168.1.20 TCP A 60454 80
1773426907.515591 10.0.0.77 192.168.1.20 TCP A 64864 80
1773426907.516702 10.0.0.77 192.168.1.20 TCP A 14017 80
1773426907.517813 10.0.0.77 192.168.1.20 TCP A 46981 80
1773426907.518924 10.0.0.77 192.168.1.20 TCP A 4286 80
1773426907.520035 10.0.0.77 192.168.1.20 TCP A 41525 80
1773426907.521146 10.0.0.77 192.168.1.20 TCP A 40371 80
1773426907.522257 10.0.0.77 192.168.1.20 TCP A 10805 80
1773426907.523368 10.0.0.77 192.168.1.20 TCP A 63809 80
1773426907.524479 10.0.0.77 192.168.1.20 TCP A 12173 80
1773426907.525590 10.0.0.77 192.168.1.20 TCP A 1949 80
1773426907.526701 10.0.0.77 192.168.1.20 TCP A 51706 80
1773426907.527812 10.0.0.77 192.168.1.20 TCP A 55239 80
1773426907.528924 10.0.0.77 192.168.1.20 TCP A 8790 80
1773426907.530035 10.0.0.77 192.168.1.20 TCP A 47788 80
1773426907.531146 10.0.0.77 192.168.1.20 TCP A 13511 80
